ts,o,h,l,c,oi,vix,oi_change,ema_20,dist_from_ema,rsi,std_20,bb_upper,bb_lower,bb_width,oi_ma,oi_slope,price_change,sentiment_score,future_high,future_low,target
2026-02-01 09:15:00+05:30,25333.75,25342.55,25252.3,25320.4,18204225,14.26,-261885.0,25312.076451756697,0.0003288370378925202,53.92606171707908,35.11068316550303,25382.297818087703,25241.85508542569,0.0055484477114980625,18345054.0,-0.007676674050673277,0.000181704706152086,0,25352.25,25252.3,0
2026-02-01 09:30:00+05:30,25319.85,25335.1,25296.7,25333.35,18194995,14.1,-9230.0,25314.102503970345,0.0007603467682345949,55.786219081271824,35.975545330434116,25386.053594631212,25242.15141330948,0.00568466455799344,18320588.0,-0.006855293072471255,0.0005114453168195698,0,25376.4,25264.85,0
2026-02-01 09:45:00+05:30,25332.6,25346.85,25264.85,25321.5,18110950,14.09,-84045.0,25314.80702740174,0.0002643896353234824,53.982048724889594,34.69674829267852,25384.2005239871,25245.413530816382,0.005482443260202965,18273593.0,-0.008900439010543795,-0.00046776285015592833,0,25387.55,25264.85,0
2026-02-01 10:00:00+05:30,25321.95,25352.25,25316.2,25351.0,18105620,14.01,-5330.0,25318.253977173,0.0012933760304530931,56.51003096808911,34.633682551611344,25387.521342276224,25248.986612069777,0.005471733174465769,18216380.0,-0.006080242067853217,0.001165017870189411,0,25387.55,25316.2,0
2026-02-01 10:15:00+05:30,25350.9,25376.4,25338.6,25368.25,18086120,14.08,-19500.0,25323.015503156523,0.0017862997729412894,68.19819819819811,36.09194134767492,25395.199385851873,25250.831620461173,0.005701049520453213,18140382.0,-0.00299122697636687,0.000680446530708867,0,25440.9,25338.6,1
2026-02-01 10:30:00+05:30,25369.3,25387.55,25354.85,25371.3,18088070,14.14,1950.0,25327.614026665426,0.0017248357183815327,72.03442879499181,36.26541006367465,25400.144846792777,25255.083206538075,0.00572741041070739,18117151.0,-0.0016051640790541515,0.00012022902644059918,1,25440.9,25348.9,1
2026-02-01 10:45:00+05:30,25370.7,25385.8,25359.7,25383.0,18054920,14.08,-33150.0,25332.88888126872,0.001978105180429469,65.7005758157386,38.57902168867411,25410.046924646067,25255.73083789137,0.006091531347962443,18089136.0,-0.0018915220715903735,0.00046115098556254175,0,25440.9,25302.0,0
2026-02-01 11:00:00+05:30,25383.75,25440.9,25348.9,25411.0,18007600,14.02,-47320.0,25340.328035433602,0.0027889127744351503,63.833232139242604,42.69501234253536,25425.718060118674,25254.93801074853,0.006739456929339673,18068466.0,-0.003368631293879624,0.0011031005003347971,0,25440.9,25268.0,0
2026-02-01 11:15:00+05:30,25410.1,25412.35,25356.25,25386.4,18017740,13.97,10140.0,25344.715841582783,0.0016446883317913262,56.482719113996644,43.75533132909684,25432.226504240978,25257.20517892459,0.006905633758545984,18050890.0,-0.0018364745450224337,-0.0009680846877335725,-1,25412.35,25203.4,0
2026-02-01 11:30:00+05:30,25385.9,25402.15,25302.0,25311.55,18020535,14.03,2795.0,25341.55719000347,-0.0011841099494591392,46.168253472764306,43.475667347356826,25428.508524698183,25254.605855308757,0.0068623513577147615,18037773.0,-0.0009556612116140945,-0.0029484290801374824,-1,25402.15,24906.25,0
2026-02-01 11:45:00+05:30,25311.45,25328.9,25268.0,25279.85,18001815,14.01,-18720.0,25335.680314765043,-0.002203624061853489,45.153411692871366,40.569944394098556,25416.82020355324,25254.540425976844,0.006405187291608846,18020522.0,-0.001038094235006067,-0.0012523926823920783,0,25385.95,24571.75,0
2026-02-01 12:00:00+05:30,25279.6,25385.95,25203.4,25223.55,18187455,13.83,185640.0,25325.001237168373,-0.004005971656952128,31.209912536442943,41.5305591352633,25408.0623554389,25241.940118897848,0.006559614153038626,18047029.0,0.007781114553536762,-0.0022270701764448564,-1,25385.95,24571.75,0
2026-02-01 12:15:00+05:30,25226.75,25244.8,24906.25,24906.45,18824065,14.92,636610.0,25285.139214580908,-0.014976750231318971,17.063839961743767,104.43327418289573,25494.005762946697,25076.272666215118,0.016520893683301917,18210322.0,0.03370302842530736,-0.012571584887932086,-1,25244.8,24571.75,0
2026-02-01 12:30:00+05:30,24903.1,25058.7,24571.75,25013.15,19246565,14.77,422500.0,25259.23547985892,-0.009742396204158257,29.274806546600104,123.98766627426123,25507.21081240744,25011.260147310397,0.01963442897915505,18456087.0,0.04283020555765694,0.004284030843415998,1,25148.95,24571.75,0
2026-02-01 12:45:00+05:30,25005.4,25096.5,24949.15,25075.9,19250725,14.42,4160.0,25241.774957967595,-0.006571445876678914,34.49194469110736,132.75823802362137,25507.291434014838,24976.25848192035,0.021037860965750582,18702125.0,0.02933356503605874,0.0025086804340916924,1,25148.95,24949.15,0
2026-02-01 13:00:00+05:30,25074.15,25141.9,25055.75,25119.95,19143215,14.28,-107510.0,25230.172581018298,-0.004368681215491257,36.978276787893684,137.0743289288466,25504.32123887599,24956.023923160607,0.021731809957094374,18930405.0,0.011241703492344723,0.001756666759717529,0,25148.95,24985.3,0
2026-02-01 13:15:00+05:30,25121.15,25148.95,25066.9,25066.9,19079190,14.49,-64025.0,25214.62281139751,-0.005858616744040025,35.207994422495986,144.25609489533082,25503.13500118817,24926.110621606847,0.022884513637082673,19108752.0,-0.0015470398066812527,-0.0021118672608823053,0,25148.95,24983.55,0
2026-02-01 13:30:00+05:30,25065.6,25101.7,25031.1,25077.1,18994365,14.39,-84825.0,25201.52540078822,-0.004937217045771806,33.7216213003683,148.21163735464407,25497.948675497508,24905.102126078935,0.02352423275934046,19142812.0,-0.007754712317082778,0.0004069111058806474,0,25101.7,24983.55,0
2026-02-01 13:45:00+05:30,25078.0,25095.3,24985.3,25048.95,18907395,14.4,-86970.0,25186.994410236963,-0.005480781390131069,31.266134710161836,153.56744470213604,25494.129299641234,24879.85952083269,0.02438837158588798,19074978.0,-0.008785488507509681,-0.001122538092522607,0,25095.3,24983.55,0
2026-02-01 14:00:00+05:30,25047.1,25063.85,24983.55,25011.75,18916950,14.57,9555.0,25170.30446640487,-0.006299266924501972,29.71738026738865,159.98690908609237,25490.278284577053,24850.330648232684,0.025424707801946323,19008223.0,-0.004801763952369456,-0.001485092189492998,-1,25091.55,24912.45,0
2026-02-01 14:15:00+05:30,25012.3,25053.8,24991.3,25039.1,18927350,14.46,10400.0,25157.80880293774,-0.004718566861986766,30.936807095343454,162.94696344120737,25483.702729820154,24831.914876055325,0.025907973896705884,18965050.0,-0.001987867155636289,0.001093486061551019,1,25091.55,24847.45,0
2026-02-01 14:30:00+05:30,25038.45,25091.55,25026.9,25035.05,18887570,14.53,-39780.0,25146.11748837224,-0.004416884174012178,28.591765844769412,164.2274867210399,25474.57246181432,24817.66251493016,0.026123712624341305,18926726.0,-0.0020688205662194297,-0.00016174702764870652,0,25091.55,24721.0,0
2026-02-01 14:45:00+05:30,25033.7,25052.0,24912.45,24923.85,18931575,15.11,44005.0,25124.949156146315,-0.008003962710393036,26.024983154511702,171.39483155237258,25467.73881925106,24782.15949304157,0.027286794570160366,18914168.0,0.0009203153953163576,-0.0044417726347660835,-1,25052.0,24721.0,0
2026-02-01 15:00:00+05:30,24923.9,24954.25,24847.45,24850.15,19001775,15.05,70200.0,25098.777807941904,-0.009905972706895324,26.056045666839495,179.9635793562321,25458.704966654368,24738.85064922944,0.02868085143162419,18933044.0,0.0036302139265085953,-0.0029570070434542517,-1,24954.25,24721.0,0
